JumlahPinjaman,JangkaWaktuPinjaman,Credit_History,Total_Income,Rasio_Pinjaman_Pendapatan,JenisKelamin_Male,StatusPernikahan_Yes,Wiraswasta_Yes,WilayahTempatTinggal_Semiurban,WilayahTempatTinggal_Urban,JumTanggungan_1.0,JumTanggungan_2.0,JumTanggungan_3.0,Pendidikan_Not Graduate,StatusPinjaman
0.3128712871287128,0.7435897435897436,1.0,0.06754820382613942,0.12954291567291992,True,True,True,False,True,False,True,False,False,Y
0.34059405940594056,0.6153846153846154,1.0,0.057869730259684754,0.16448635422541857,True,True,False,False,True,False,False,False,False,Y
0.19801980198019803,0.7435897435897436,1.0,0.013034515699238292,0.2653365798247722,True,False,False,False,True,False,False,False,False,Y
0.5623762376237623,0.7435897435897436,1.0,0.0905879986927776,0.18625746561608444,True,False,False,True,False,False,False,False,False,Y
0.5188118811881188,0.7435897435897436,1.0,0.0438925060961814,0.32238480557576,True,True,False,True,False,True,False,False,False,Y
0.25346534653465347,0.358974358974359,1.0,0.039694311068654314,0.16644045936425808,True,True,False,True,False,False,False,False,False,Y
0.5442065828204442,0.7435897435897436,1.0,0.023831669976620833,0.5155253867299455,True,True,False,False,True,False,False,False,False,Y
0.899009900990099,0.7435897435897436,1.0,0.09081424872420121,0.30810820990985266,True,True,False,True,False,False,True,False,False,Y
0.5900990099009901,1.0000000000000002,1.0,0.04168028356670605,0.3826512054537671,True,True,False,True,False,False,False,False,False,Y
0.7564356435643564,0.7435897435897436,1.0,0.06828980115136127,0.3313182944605174,True,True,False,True,False,True,False,False,False,Y
0.12277227722772277,0.7435897435897436,1.0,0.14857085396817415,0.0061507377674388936,False,False,False,False,True,True,False,False,False,Y
0.7049504950495049,0.7435897435897436,1.0,0.13375147690992734,0.16153607659036984,True,False,False,False,False,False,False,False,False,Y
0.48316831683168315,0.7435897435897436,1.0,0.03710500515347294,0.3403279497001268,True,True,False,False,False,True,False,False,True,Y
0.4673267326732673,0.7435897435897436,1.0,0.024837225671836896,0.4318975507179956,True,False,False,True,False,False,False,False,False,N
0.4237623762376238,0.358974358974359,1.0,0.029802156916966235,0.3479207602731964,False,False,False,False,True,False,False,False,False,Y
0.12277227722772277,0.358974358974359,1.0,0.03348500465069509,0.09002418289470736,True,True,False,False,False,False,False,True,False,Y
0.2415841584158416,0.7435897435897436,1.0,0.03089569873551371,0.19236870118710703,True,True,False,False,True,False,True,False,False,Y
0.3603960396039604,0.7435897435897436,1.0,0.06754820382613942,0.15149816329884552,False,True,False,True,False,False,False,False,False,Y
0.3801980198019802,0.7435897435897436,1.0,0.04000854722340934,0.2516536514777977,True,True,False,True,False,False,False,False,True,Y
0.4,0.7435897435897436,1.0,0.0568893134568491,0.19839096207092968,True,False,False,False,True,False,False,False,False,Y
0.8554455445544554,0.7435897435897436,1.0,0.1285100178486136,0.20905556571265987,False,False,False,False,False,False,False,False,False,N
0.8277227722772277,0.7435897435897436,0.0,0.0584982025691948,0.41450013223513016,True,True,False,False,False,False,False,False,True,N
0.6495049504950495,0.7435897435897436,1.0,0.06077327232962115,0.31223865102883785,True,True,False,False,True,False,False,False,False,N
0.47128712871287126,0.7435897435897436,1.0,0.05355841021644586,0.24843156325907365,True,True,False,False,True,False,False,True,False,Y
0.3485148514851485,0.7435897435897436,1.0,0.030581462580758695,0.28070455949948625,True,True,False,True,False,False,True,False,False,Y
0.6257425742574257,0.7435897435897436,1.0,0.022838683727594962,0.6075641453068346,False,True,False,False,True,False,True,False,False,N
0.502970297029703,0.7435897435897436,1.0,0.048694034540838135,0.28757444222642203,True,False,False,False,True,False,False,False,False,Y
0.47128712871287126,0.7435897435897436,1.0,0.041743130797657055,0.3036698939398137,True,True,False,False,True,True,False,False,True,Y
0.5782178217821782,0.7435897435897436,1.0,0.10756932049573895,0.16183176651478118,True,True,True,False,False,True,False,False,False,N
0.4,0.7435897435897436,1.0,0.04222076975288469,0.2542623803856868,True,True,False,False,False,False,False,False,False,Y
0.25742574257425743,0.7435897435897436,1.0,0.03143618492169235,0.2025785902083982,True,False,False,False,True,False,False,False,False,Y
0.4554455445544554,0.7435897435897436,1.0,0.03110937932074713,0.3633174449428598,True,True,False,True,False,False,True,False,True,Y
0.7603960396039604,0.7435897435897436,1.0,0.07658563563689384,0.3011969185006278,True,True,False,False,True,True,False,False,False,N
0.37623762376237624,0.7435897435897436,0.0,0.04761306216848085,0.2165187200984796,True,True,False,False,True,False,False,False,False,N
0.5544554455445544,0.7435897435897436,0.0,0.05328188240026144,0.29561337230899176,True,True,False,False,False,False,False,False,False,N
0.3722772277227723,0.7435897435897436,0.0,0.04472208954473465,0.22543172783756246,False,False,False,True,False,False,False,False,False,N
0.7168316831683168,0.7435897435897436,1.0,0.03606174111968627,0.5181574193481412,True,False,True,True,False,True,False,False,True,N
0.8118811881188118,0.7435897435897436,1.0,0.10756932049573895,0.23540819235878305,False,False,False,True,False,False,False,False,False,N
0.33267326732673264,0.7435897435897436,0.0,0.04137861685814123,0.21352382484281024,True,True,False,False,True,False,False,False,True,N
0.34059405940594056,0.7435897435897436,1.0,0.024610975640413285,0.3169804610911161,False,False,False,False,False,False,False,False,True,N
0.6455445544554456,0.7435897435897436,1.0,0.060735563991050553,0.3104153360786167,True,True,False,False,True,False,False,False,False,Y
0.4118811881188119,0.7435897435897436,1.0,0.01054576535357852,0.5863262861979861,True,True,False,False,False,False,True,False,True,N
0.6613861386138613,0.7435897435897436,1.0,0.08871515121043767,0.22675214225948873,True,False,False,False,True,False,False,False,False,N
0.9148514851485148,0.7435897435897436,1.0,0.07975313607682445,0.3528885249067162,True,True,True,False,True,True,False,False,False,Y
0.5425742574257425,0.7435897435897436,0.0,0.0410015334724352,0.35559235296433755,True,True,False,False,False,True,False,False,False,N
0.7762376237623763,0.7435897435897436,1.0,0.06407903667764399,0.359435172159676,True,True,False,True,False,False,True,False,False,Y
1.0,0.358974358974359,0.0,0.4846401367555746,0.15560115277367725,True,True,False,True,False,False,False,True,False,Y
0.5623762376237623,0.7435897435897436,1.0,0.06536112018904447,0.2520453964041459,True,True,False,True,False,True,False,False,False,N
0.5442065828204442,0.7435897435897436,0.0,0.06524799517333266,0.24380456524132574,True,True,True,False,False,False,True,False,False,N
0.5108910891089109,0.7435897435897436,1.0,0.0716458432841449,0.20949829986762367,False,True,True,False,False,False,False,False,True,Y
0.4118811881188119,0.7435897435897436,1.0,0.038437366449634226,0.28168790277666744,True,True,False,False,True,False,True,False,False,Y
0.5821782178217821,0.7435897435897436,1.0,0.05729153573493552,0.29277286335580144,False,False,False,False,True,False,False,False,False,Y
0.43960396039603955,0.7435897435897436,1.0,0.05519243822117198,0.22509008566576175,False,False,False,True,False,False,True,False,False,Y
0.304950495049505,0.7435897435897436,1.0,0.21965107217376004,0.025231213370258826,True,True,True,True,False,True,False,False,False,Y
0.3366336633663366,0.7435897435897436,1.0,0.047864451092284876,0.1918205437958312,True,True,False,False,True,False,False,True,False,N
0.598019801980198,0.7435897435897436,1.0,0.05770632745921214,0.29926756987114933,True,True,False,False,True,False,False,False,True,N
0.2811881188118812,0.7435897435897436,0.0,0.0160637522310767,0.3353195502845363,False,False,False,False,True,False,False,False,True,N
0.2811881188118812,0.7435897435897436,1.0,0.037218130169184745,0.19512110780201894,True,True,False,False,True,False,False,False,False,Y
0.30891089108910896,0.7435897435897436,1.0,0.04572764523995072,0.18210873426706517,True,True,True,True,False,False,False,False,True,N
0.697029702970297,0.7435897435897436,1.0,0.07143216269891149,0.2923352991224146,True,True,False,False,False,False,True,False,False,N
0.6772277227722772,0.6153846153846154,0.0,0.07196007943889993,0.2817377827792734,True,True,False,True,False,False,False,True,False,N
0.5442065828204442,0.7435897435897436,1.0,0.011978682219261419,0.7308946251249041,True,True,True,True,False,True,False,False,False,Y
0.9267326732673267,0.7435897435897436,1.0,0.08150028909726237,0.3508682103122658,True,True,False,False,False,False,True,False,False,Y
0.5442065828204442,0.7435897435897436,0.0,0.04403077000427361,0.33776823691310054,True,True,False,False,False,True,False,False,False,N
0.24554455445544557,0.7435897435897436,0.0,0.02184569747856909,0.2469689696420214,False,False,False,False,True,False,False,False,False,N
0.2851485148514852,0.6153846153846154,1.0,0.025867920259433366,0.25714263292287076,True,False,False,True,False,False,False,False,False,Y
0.4,0.7435897435897436,1.0,0.067145981548053,0.17074352580113095,True,True,False,False,True,False,False,False,False,N
0.3920792079207921,0.15384615384615388,1.0,0.027376253802257472,0.3405882388925908,True,True,False,False,True,False,True,False,False,Y
0.5584158415841584,0.7435897435897436,1.0,0.06239473088815707,0.2605432452998133,True,True,False,True,False,False,False,True,False,N
0.0,0.7435897435897436,1.0,0.011765001634028004,0.015735085955127834,False,False,False,False,True,False,False,False,False,N
0.598019801980198,0.7435897435897436,1.0,0.03931722768294829,0.4051445288327883,True,True,False,False,True,False,False,False,False,Y
0.693069306930693,0.7435897435897436,1.0,0.08215390029915282,0.25615206071053387,True,True,True,True,False,False,False,False,False,Y
0.700990099009901,0.7435897435897436,1.0,0.046821187058498207,0.41744970781032376,True,True,False,False,True,True,False,False,False,Y
0.38415841584158417,0.7435897435897436,0.0,0.016139168908217906,0.45345396196335475,True,True,True,True,False,False,True,False,False,N
0.34059405940594056,0.7435897435897436,1.0,0.03025465697981347,0.27633333978452534,True,True,False,False,True,False,False,False,True,Y
0.5442065828204442,0.7435897435897436,1.0,0.24164760300661153,0.056883664543945056,True,True,False,False,False,False,False,False,False,N
1.0,0.7435897435897436,1.0,0.12956585132859047,0.27632231015591646,True,True,False,True,False,False,False,True,False,N
0.3801980198019802,0.7435897435897436,0.0,0.06357625883003595,0.16998560771000956,True,False,False,False,False,False,False,False,False,N
0.7603960396039604,0.7435897435897436,0.0,0.05173584051886673,0.41952494003194263,True,True,False,True,False,False,False,False,True,N
0.6574257425742575,0.7435897435897436,1.0,0.0613766057467508,0.313573594719216,True,True,False,True,False,True,False,False,False,Y
0.6059405940594059,0.7435897435897436,1.0,0.0642801478166872,0.27668817299745774,True,True,False,True,False,False,False,False,False,Y
0.36435643564356435,0.7435897435897436,1.0,0.027929309434626313,0.312295584594107,True,True,False,False,False,False,True,False,False,Y
0.33267326732673264,0.7435897435897436,1.0,0.013298474069232506,0.43244336665288974,False,False,True,False,True,False,False,False,False,Y
0.3564356435643564,0.7435897435897436,1.0,0.048907715126071546,0.20003738848645816,True,True,False,True,False,False,True,False,True,Y
0.2297029702970297,0.7435897435897436,1.0,0.06959702355514216,0.08825819966620019,True,False,False,False,False,False,False,False,False,N
0.43960396039603955,0.7435897435897436,1.0,0.04551396465471731,0.26410752311830266,True,False,False,False,False,False,False,False,False,Y
0.40792079207920795,0.7435897435897436,1.0,0.041290630734809826,0.26401164688384593,True,True,False,True,False,False,False,False,False,Y
0.41980198019801984,0.7435897435897436,1.0,0.03959375549913271,0.2808454264608753,True,True,False,True,False,True,False,False,False,Y
0.4,0.7435897435897436,1.0,0.030053545840770253,0.3264203314220888,True,False,False,False,False,False,False,False,True,Y
0.6297029702970297,0.7435897435897436,1.0,0.0569144523492295,0.3194686792228867,True,True,True,False,False,False,False,False,False,Y
1.0,0.7435897435897436,1.0,0.11175494607707584,0.36680464099306964,True,True,False,False,True,True,False,False,False,Y
0.45940594059405937,0.7435897435897436,0.0,0.026672364815606225,0.4059178397721136,True,True,False,False,False,False,True,False,True,N
0.4435643564356435,0.7435897435897436,1.0,0.06943362075466955,0.18515279065308518,True,True,False,False,False,False,False,False,False,Y
0.34059405940594056,0.7435897435897436,0.0,0.04164257522813545,0.2176871169723773,True,True,False,True,False,False,False,True,True,N
0.4,0.7435897435897436,1.0,0.049950979159858216,0.2218176540948308,True,False,False,True,False,False,False,False,True,Y
0.20198019801980197,0.7435897435897436,1.0,0.019520349933381934,0.2183657594350118,False,False,False,False,True,False,False,False,False,Y
0.40792079207920795,0.7435897435897436,1.0,0.029789587470776036,0.33493467957743417,False,False,False,False,False,True,False,False,False,Y
0.46336633663366333,0.358974358974359,0.0,0.05042861811508585,0.2566369893886741,True,False,False,False,True,False,False,False,True,N
0.43960396039603955,0.7435897435897436,1.0,0.05357097966263606,0.230892198075159,True,True,False,False,False,False,False,False,False,Y
0.6376237623762376,0.7435897435897436,1.0,0.06684431483948818,0.28214704315568484,True,True,False,False,False,True,False,False,False,Y
0.2613861386138614,0.7435897435897436,1.0,0.012041529450212422,0.3582434117763116,True,True,False,False,True,False,False,False,False,Y
0.39603960396039606,0.7435897435897436,1.0,0.051861534980768745,0.21266371667049744,True,False,False,False,False,False,False,False,True,Y
0.43960396039603955,0.7435897435897436,1.0,0.06101209180723498,0.20622354757608916,True,True,False,False,True,False,False,False,False,Y
0.6574257425742575,0.7435897435897436,1.0,0.078785288720179,0.2515924504650303,True,True,False,False,False,False,False,False,False,N
0.1306930693069307,0.358974358974359,1.0,0.028582920636516754,0.10948620219763949,True,True,False,False,False,False,False,False,False,Y
0.18613861386138614,0.7435897435897436,1.0,0.013386460192563912,0.24709880211036497,False,False,False,False,False,False,False,False,False,Y
0.45148514851485144,1.0000000000000002,1.0,0.04126549184242942,0.2931687548050562,True,True,False,True,False,True,False,False,False,Y
0.39603960396039606,0.7435897435897436,1.0,0.03642625505920209,0.2817389855443132,True,True,False,False,True,False,True,False,False,Y
1.0,0.358974358974359,1.0,0.7779858719424823,0.06501509434842473,True,True,False,False,True,False,False,False,False,Y
